"2007/02/13","18:00","USD","L","IBD/TIPP Economic Optimism"
"2007/02/14","00:45","NZD","L","FPI m/m"
"2007/02/14","02:30","AUD","L","Westpac Consumer Sentiment"
"2007/02/14","02:50","JPY","L","Current Account"
"2007/02/14","05:00","CNY","L","M2 Money Supply y/y"
"2007/02/14","05:00","CNY","M","CPI y/y"
"2007/02/14","05:00","CNY","M","New Loans"
"2007/02/14","07:30","JPY","L","Revised Industrial Production m/m"
"2007/02/14","09:25","CNY","L","Foreign Direct Investment ytd/y"
"2007/02/14","12:30","GBP","H","Claimant Count Change"
"2007/02/14","12:30","GBP","L","Unemployment Rate"
"2007/02/14","12:30","GBP","M","Average Earnings Index 3m/y"
"2007/02/14","13:10","EUR","L","German 10-y Bond Auction"
"2007/02/14","13:30","GBP","H","BOE Gov King Speaks"
"2007/02/14","13:30","GBP","H","BOE Inflation Report"
"2007/02/14","16:30","CAD","L","New Motor Vehicle Sales m/m"
"2007/02/14","16:30","USD","H","Core Retail Sales m/m"
"2007/02/14","16:30","USD","H","Retail Sales m/m"
"2007/02/14","18:00","USD","H","Fed Chairman Bernanke Testifies"
"2007/02/14","18:00","USD","L","Fed Monetary Policy Report"
"2007/02/14","18:00","USD","M","Business Inventories m/m"
"2007/02/14","18:30","USD","L","Crude Oil Inventories"
"2007/02/15","00:30","AUD","L","MI Inflation Expectations"
"2007/02/15","00:45","NZD","H","Core Retail Sales m/m"
"2007/02/15","00:45","NZD","H","Retail Sales m/m"
"2007/02/15","00:45","NZD","L","Core Retail Sales q/q"
"2007/02/15","00:45","NZD","L","Retail Sales q/q"
"2007/02/15","02:00","NZD","L","Business NZ Manufacturing Index"
"2007/02/15","02:50","JPY","H","Prelim GDP q/q"
"2007/02/15","02:50","JPY","M","Prelim GDP Price Index y/y"
"2007/02/15","03:01","GBP","M","RICS House Price Balance"
"2007/02/15","03:30","AUD","L","HPI q/q"
"2007/02/15","03:30","AUD","L","RBA Bulletin"
"2007/02/15","12:30","GBP","H","Retail Sales m/m"
"2007/02/15","13:00","CHF","M","Credit Suisse Economic Expectations"
"2007/02/15","13:00","EUR","M","ECB Monthly Bulletin"
"2007/02/15","14:00","EUR","M","ECB President Trichet Speaks"
"2007/02/15","16:30","CAD","M","Manufacturing Sales m/m"
"2007/02/15","16:30","USD","L","Unemployment Claims"
